PLOTID,clase
13490,Matorral Semidenso
13491,Matorral Semidenso
13492,Matorral Semidenso
13493,IUF con plantaciones y matorrales
13494,IUF con plantaciones y matorrales
13495,IUF con plantaciones y matorrales
13496,Matorral Semidenso
13497,Matorral Semidenso
13498,Matorral Semidenso
13499,Pastizal Mesomorfico
13500,Pastizal Mesomorfico
13501,Pastizal Mesomorfico
13502,Matorral Semidenso
13503,Matorral Semidenso
13504,Matorral Semidenso
13505,Suelo desnudo
13506,Suelo desnudo
13507,Suelo desnudo
13508,Suelo desnudo
13509,Suelo desnudo
13510,Suelo desnudo
13511,Matorral Semidenso
13512,Matorral Semidenso
13513,Matorral Semidenso
13514,Matorral Semidenso
13515,Matorral Semidenso
13516,Matorral Semidenso
13517,Matorral Semidenso
13518,Matorral Semidenso
13519,Matorral Semidenso
13520,Suelo desnudo
13521,Suelo desnudo
13522,Suelo desnudo
13523,Suelo desnudo
13524,Suelo desnudo
13525,Suelo desnudo
13526,Matorral con renoval Semidenso
13527,Matorral con renoval Semidenso
13528,Matorral con renoval Semidenso
13529,Matorral Semidenso
13530,Matorral Semidenso
13531,Matorral Semidenso
13532,Pastizal Mesomorfico
13533,Pastizal Mesomorfico
13534,Pastizal Mesomorfico
13535,Matorral Semidenso
13536,Matorral Semidenso
13537,Matorral Semidenso
13538,Matorral Semidenso
13539,Matorral Semidenso
13540,Matorral Semidenso
13541,Suelo desnudo
13542,Suelo desnudo
13543,Suelo desnudo
13544,Matorral Semidenso
13545,Matorral Semidenso
13546,Matorral Semidenso
13547,Matorral Semidenso
13548,Matorral Semidenso
13549,Matorral Semidenso
13550,Matorral Semidenso
13551,Matorral Semidenso
13552,Matorral Semidenso
13553,Matorral Semidenso
13554,Matorral Semidenso
13555,Matorral Semidenso
13556,Matorral Semidenso
13557,Matorral Semidenso
13558,Matorral Semidenso
13559,Matorral Semidenso
13560,Matorral Semidenso
13561,Matorral Semidenso
13562,Matorral Semidenso
13563,Matorral Semidenso
13564,Matorral Semidenso
13565,Matorral Semidenso
13566,Matorral Semidenso
13567,Matorral Semidenso
13568,Matorral Semidenso
13569,Matorral Semidenso
13570,Matorral Semidenso
13571,Matorral Semidenso
13572,Matorral Semidenso
13573,Matorral Semidenso
13574,Matorral Semidenso
13575,Matorral Semidenso
13576,Matorral Semidenso
13577,Matorral Semidenso
13578,Matorral Semidenso
13579,Matorral Semidenso
13580,Matorral Semidenso
13581,Matorral Semidenso
13582,Matorral Semidenso
13583,Matorral Denso
13584,Matorral Denso
13585,Matorral Denso
13586,Matorral Semidenso
13587,Matorral Semidenso
13588,Matorral Semidenso
13589,Matorral Semidenso
13590,Matorral Semidenso
13591,Matorral Semidenso
13592,Matorral Semidenso
13593,Matorral Semidenso
13594,Matorral Semidenso
13595,Matorral Semidenso
13596,Matorral Semidenso
13597,Matorral Semidenso
13598,Matorral Semidenso
13599,Matorral Semidenso
13600,Matorral Semidenso
13601,Matorral Semidenso
13602,Matorral Semidenso
13603,Matorral Semidenso
13604,Matorral Semidenso
13605,Matorral Semidenso
13606,Matorral Semidenso
13607,Matorral Semidenso
13608,Matorral Semidenso
13609,Matorral Semidenso
13610,Pastizal Mesomorfico
13611,Pastizal Mesomorfico
13612,Pastizal Mesomorfico
13613,Pastizal Mesomorfico
13614,Pastizal Mesomorfico
13615,Pastizal Mesomorfico
13616,Matorral Semidenso
13617,Matorral Semidenso
13618,Matorral Semidenso
13619,Matorral Semidenso
13620,Matorral Semidenso
13621,Matorral Semidenso
13622,Pastizal Mesomorfico
13623,Pastizal Mesomorfico
13624,Pastizal Mesomorfico
13625,Pastizal Mesomorfico
13626,Pastizal Mesomorfico
13627,Pastizal Mesomorfico
13628,Matorral Semidenso
13629,Matorral Semidenso
13630,Matorral Semidenso
13631,Matorral Semidenso
13632,Matorral Semidenso
13633,Matorral Semidenso
13634,Matorral Semidenso
13635,Matorral Semidenso
13636,Matorral Semidenso
13637,Matorral Semidenso
13638,Matorral Semidenso
13639,Matorral Semidenso
13640,Matorral Semidenso
13641,Matorral Semidenso
13642,Matorral Semidenso
13643,Pastizal Mesomorfico
13644,Pastizal Mesomorfico
13645,Pastizal Mesomorfico
13646,Matorral Semidenso
13647,Matorral Semidenso
13648,Matorral Semidenso
13649,Matorral Semidenso
13650,Matorral Semidenso
13651,Matorral Semidenso
13652,Matorral Semidenso
13653,Matorral Semidenso
13654,Matorral Semidenso
13655,Matorral Semidenso
13656,Matorral Semidenso
13657,Matorral Semidenso
13658,Pastizal Mesomorfico
13659,Pastizal Mesomorfico
13660,Pastizal Mesomorfico
13661,Matorral Semidenso
13662,Matorral Semidenso
13663,Matorral Semidenso
13664,Matorral Semidenso
13665,Matorral Semidenso
13666,Matorral Semidenso
13667,Suelo desnudo
13668,Suelo desnudo
13669,Suelo desnudo
13670,Matorral Semidenso
13671,Matorral Semidenso
13672,Matorral Semidenso
13673,Suelo desnudo
13674,Suelo desnudo
13675,Suelo desnudo
13676,Matorral Semidenso
13677,Matorral Semidenso
13678,Matorral Semidenso
13679,Matorral Semidenso
13680,Matorral Semidenso
13681,Matorral Semidenso
13682,Matorral Semidenso
13683,Matorral Semidenso
13684,Matorral Semidenso
13685,IUF con plantaciones y matorrales
13686,IUF con plantaciones y matorrales
13687,IUF con plantaciones y matorrales
13688,Matorral Semidenso
13689,Matorral Semidenso
13690,Matorral Semidenso
13691,Matorral Semidenso
13692,Matorral Semidenso
13693,Matorral Semidenso
13694,Suelo desnudo
13695,Suelo desnudo
13696,Suelo desnudo
13697,Matorral Semidenso
13698,Matorral Semidenso
13699,Matorral Semidenso
13700,Matorral con renoval Denso
13701,Matorral con renoval Denso
13702,Matorral con renoval Denso
13703,Matorral Semidenso
13704,Matorral Semidenso
13705,Matorral Semidenso
13706,Matorral Semidenso
13707,Matorral Semidenso
13708,Matorral Semidenso
13709,Suelo desnudo
13710,Suelo desnudo
13711,Suelo desnudo
13712,Suelo desnudo
13713,Suelo desnudo
13714,Suelo desnudo
13715,Matorral Semidenso
13716,Matorral Semidenso
13717,Matorral Semidenso
13718,Matorral Semidenso
13719,Matorral Semidenso
13720,Matorral Semidenso
13721,Matorral Semidenso
13722,Matorral Semidenso
13723,Matorral Semidenso
13724,Arbolado nativo Ralo
13725,Arbolado nativo Ralo
13726,Arbolado nativo Ralo
13727,Matorral con renoval Semidenso
13728,Matorral con renoval Semidenso
13729,Matorral con renoval Semidenso
13730,Matorral Semidenso
13731,Matorral Semidenso
13732,Matorral Semidenso
13733,Suelo desnudo
13734,Suelo desnudo
13735,Suelo desnudo
13736,Pastizal Mesomorfico
13737,Pastizal Mesomorfico
13738,Pastizal Mesomorfico
13739,Pastizal Mesomorfico
13740,Pastizal Mesomorfico
13741,Pastizal Mesomorfico
13742,Matorral Semidenso
13743,Matorral Semidenso
13744,Matorral Semidenso
13745,Matorral Semidenso
13746,Matorral Semidenso
13747,Matorral Semidenso
13748,Suelo desnudo
13749,Suelo desnudo
13750,Suelo desnudo
13751,Matorral Semidenso
13752,Matorral Semidenso
13753,Matorral Semidenso
13754,Matorral con renoval Semidenso
13755,Matorral con renoval Semidenso
13756,Matorral con renoval Semidenso
13757,Matorral Semidenso
13758,Matorral Semidenso
13759,Matorral Semidenso
13760,Matorral Semidenso
13761,Matorral Semidenso
13762,Matorral Semidenso
13763,Suelo desnudo
13764,Suelo desnudo
13765,Suelo desnudo
13766,Matorral Semidenso
13767,Matorral Semidenso
13768,Matorral Semidenso
13769,Pastizal Mesomorfico
13770,Pastizal Mesomorfico
13771,Pastizal Mesomorfico
13772,Matorral Semidenso
13773,Matorral Semidenso
13774,Matorral Semidenso
13775,Matorral Semidenso
13776,Matorral Semidenso
13777,Matorral Semidenso
13778,Matorral Semidenso
13779,Matorral Semidenso
13780,Matorral Semidenso
13781,Matorral Denso
13782,Matorral Denso
13783,Matorral Denso
13784,Matorral Semidenso
13785,Matorral Semidenso
13786,Matorral Semidenso
13787,Matorral Semidenso
13788,Matorral Semidenso
13789,Matorral Semidenso
13790,Suelo desnudo
13791,Suelo desnudo
13792,Suelo desnudo
13793,Matorral Semidenso
13794,Matorral Semidenso
13795,Matorral Semidenso
13796,Suelo desnudo
13797,Suelo desnudo
13798,Suelo desnudo
13799,Suelo desnudo
13800,Suelo desnudo
13801,Suelo desnudo
13802,Matorral Semidenso
13803,Matorral Semidenso
13804,Matorral Semidenso
13805,Matorral Semidenso
13806,Matorral Semidenso
13807,Matorral Semidenso
13808,Suelo desnudo
13809,Suelo desnudo
13810,Suelo desnudo
13811,Matorral Semidenso
13812,Matorral Semidenso
13813,Matorral Semidenso
13814,Matorral Denso
13815,Matorral Denso
13816,Matorral Denso
13817,Suelo desnudo
13818,Suelo desnudo
13819,Suelo desnudo
13820,Pastizal Mesomorfico
13821,Pastizal Mesomorfico
13822,Pastizal Mesomorfico
13823,Suelo desnudo
13824,Suelo desnudo
13825,Suelo desnudo
13826,Matorral Semidenso
13827,Matorral Semidenso
13828,Matorral Semidenso
13829,Suelo desnudo
13830,Suelo desnudo
13831,Suelo desnudo
13832,Pastizal Mesomorfico
13833,Pastizal Mesomorfico
13834,Pastizal Mesomorfico
13835,Matorral Semidenso
13836,Matorral Semidenso
13837,Matorral Semidenso
13838,Matorral Denso
13839,Matorral Denso
13840,Matorral Denso
13841,Matorral Semidenso
13842,Matorral Semidenso
13843,Matorral Semidenso
13844,Matorral Semidenso
13845,Matorral Semidenso
13846,Matorral Semidenso
13847,Pastizal Mesomorfico
13848,Pastizal Mesomorfico
13849,Pastizal Mesomorfico
13850,Matorral Semidenso
13851,Matorral Semidenso
13852,Matorral Semidenso
13853,Arbolado nativo Semidenso
13854,Arbolado nativo Semidenso
13855,Arbolado nativo Semidenso
13856,Matorral Semidenso
13857,Matorral Semidenso
13858,Matorral Semidenso
13859,Matorral Semidenso
13860,Matorral Semidenso
13861,Matorral Semidenso
13862,Matorral Semidenso
13863,Matorral Semidenso
13864,Matorral Semidenso
13865,Matorral Semidenso
13866,Matorral Semidenso
13867,Matorral Semidenso
13868,Matorral Semidenso
13869,Matorral Semidenso
13870,Matorral Semidenso
13871,IUF con matorral y arbolado nativo
13872,IUF con matorral y arbolado nativo
13873,IUF con matorral y arbolado nativo
13874,Pastizal Mesomorfico
13875,Pastizal Mesomorfico
13876,Pastizal Mesomorfico
13877,Matorral Semidenso
13878,Matorral Semidenso
13879,Matorral Semidenso
13880,Suelo desnudo
13881,Suelo desnudo
13882,Suelo desnudo
13883,Matorral Semidenso
13884,Matorral Semidenso
13885,Matorral Semidenso
13886,Matorral Semidenso
13887,Matorral Semidenso
13888,Matorral Semidenso
13889,Matorral Semidenso
13890,Matorral Semidenso
13891,Matorral Semidenso
13892,Matorral Semidenso
13893,Matorral Semidenso
13894,Matorral Semidenso
13895,Mezcla plantacion Pino y matorral
13896,Mezcla plantacion Pino y matorral
13897,Mezcla plantacion Pino y matorral
13898,IUF con matorral y arbolado nativo
13899,IUF con matorral y arbolado nativo
13900,IUF con matorral y arbolado nativo
13901,Pastizal Mesomorfico
13902,Pastizal Mesomorfico
13903,Pastizal Mesomorfico
13904,Matorral Semidenso
13905,Matorral Semidenso
13906,Matorral Semidenso
13907,Suelo desnudo
13908,Suelo desnudo
13909,Suelo desnudo
13910,Matorral Semidenso
13911,Matorral Semidenso
13912,Matorral Semidenso
13913,Matorral Denso
13914,Matorral Denso
13915,Matorral Denso
13916,Suelo desnudo
13917,Suelo desnudo
13918,Suelo desnudo
13919,Suelo desnudo
13920,Suelo desnudo
13921,Suelo desnudo
13922,Matorral Semidenso
13923,Matorral Semidenso
13924,Matorral Semidenso
13925,Matorral Semidenso
13926,Matorral Semidenso
13927,Matorral Semidenso
13928,Matorral Semidenso
13929,Matorral Semidenso
13930,Matorral Semidenso
13931,Suelo desnudo
13932,Suelo desnudo
13933,Suelo desnudo
13934,IUF con matorral y arbolado nativo
13935,IUF con matorral y arbolado nativo
13936,IUF con matorral y arbolado nativo
13937,Matorral Semidenso
13938,Matorral Semidenso
13939,Matorral Semidenso
13940,Matorral Semidenso
13941,Matorral Semidenso
13942,Matorral Semidenso
13943,Suelo desnudo
13944,Suelo desnudo
13945,Suelo desnudo
13946,Matorral Semidenso
13947,Matorral Semidenso
13948,Matorral Semidenso
13949,Matorral Semidenso
13950,Matorral Semidenso
13951,Matorral Semidenso
13952,Matorral Semidenso
13953,Matorral Semidenso
13954,Matorral Semidenso
13955,Matorral Semidenso
13956,Matorral Semidenso
13957,Matorral Semidenso
13958,Matorral Semidenso
13959,Matorral Semidenso
13960,Matorral Semidenso
13961,Matorral Semidenso
13962,Matorral Semidenso
13963,Matorral Semidenso
13964,Matorral Denso
13965,Matorral Denso
13966,Matorral Denso
13967,Matorral Denso
13968,Matorral Denso
13969,Matorral Denso
13970,Matorral Semidenso
13971,Matorral Semidenso
13972,Matorral Semidenso
13973,Matorral Semidenso
13974,Matorral Semidenso
13975,Matorral Semidenso
13976,Matorral con renoval Denso
13977,Matorral con renoval Denso
13978,Matorral con renoval Denso
13979,Matorral con renoval Semidenso
13980,Matorral con renoval Semidenso
13981,Matorral con renoval Semidenso
13982,Matorral Semidenso
13983,Matorral Semidenso
13984,Matorral Semidenso
13985,Matorral Semidenso
13986,Matorral Semidenso
13987,Matorral Semidenso
13988,Matorral Semidenso
13989,Matorral Semidenso
13990,Matorral Semidenso
13991,Matorral Semidenso
13992,Matorral Semidenso
13993,Matorral Semidenso
13994,Matorral Denso
13995,Matorral Denso
13996,Matorral Denso
13997,Matorral Semidenso
13998,Matorral Semidenso
13999,Matorral Semidenso
14000,Matorral Semidenso
14001,Matorral Semidenso
14002,Matorral Semidenso
14003,Matorral Semidenso
14004,Matorral Semidenso
14005,Matorral Semidenso
14006,Suelo desnudo
14007,Suelo desnudo
14008,Suelo desnudo
14009,Suelo desnudo
14010,Suelo desnudo
14011,Suelo desnudo
14012,Matorral Denso
14013,Matorral Denso
14014,Matorral Denso
14015,Matorral Semidenso
14016,Matorral Semidenso
14017,Matorral Semidenso
14018,Matorral Semidenso
14019,Matorral Semidenso
14020,Matorral Semidenso
14021,Matorral Denso
14022,Matorral Denso
14023,Matorral Denso
14024,Cascos urbanos
14025,Cascos urbanos
14026,Cascos urbanos
14027,Matorral Semidenso
14028,Matorral Semidenso
14029,Matorral Semidenso
14030,Pastizal Mesomorfico
14031,Pastizal Mesomorfico
14032,Pastizal Mesomorfico
14033,Matorral Denso
14034,Matorral Denso
14035,Matorral Denso
14036,Pastizal Mesomorfico
14037,Pastizal Mesomorfico
14038,Pastizal Mesomorfico
14039,Matorral Denso
14040,Matorral Denso
14041,Matorral Denso
14042,Suelo desnudo
14043,Suelo desnudo
14044,Suelo desnudo
14045,Suelo desnudo
14046,Suelo desnudo
14047,Suelo desnudo
14048,Matorral Semidenso
14049,Matorral Semidenso
14050,Matorral Semidenso
14051,Matorral Semidenso
14052,Matorral Semidenso
14053,Matorral Semidenso
14054,Matorral Semidenso
14055,Matorral Semidenso
14056,Matorral Semidenso
14057,Matorral Semidenso
14058,Matorral Semidenso
14059,Matorral Semidenso
14060,Matorral Denso
14061,Matorral Denso
14062,Matorral Denso
14063,Matorral Semidenso
14064,Matorral Semidenso
14065,Matorral Semidenso
14066,Matorral Semidenso
14067,Matorral Semidenso
14068,Matorral Semidenso
14069,Matorral Semidenso
14070,Matorral Semidenso
14071,Matorral Semidenso
14072,Matorral Semidenso
14073,Matorral Semidenso
14074,Matorral Semidenso
14075,Suelo desnudo
14076,Suelo desnudo
14077,Suelo desnudo
14078,Matorral Denso
14079,Matorral Denso
14080,Matorral Denso
14081,Matorral Semidenso
14082,Matorral Semidenso
14083,Matorral Semidenso
14084,Matorral Semidenso
14085,Matorral Semidenso
14086,Matorral Semidenso
14087,Matorral Denso
14088,Matorral Denso
14089,Matorral Denso
14090,Suelo desnudo
14091,Suelo desnudo
14092,Suelo desnudo
14093,Matorral Semidenso
14094,Matorral Semidenso
14095,Matorral Semidenso
14096,Pastizal Mesomorfico
14097,Pastizal Mesomorfico
14098,Pastizal Mesomorfico
14099,Matorral Semidenso
14100,Matorral Semidenso
14101,Matorral Semidenso
14102,Matorral Semidenso
14103,Matorral Semidenso
14104,Matorral Semidenso
14105,Suelo desnudo
14106,Suelo desnudo
14107,Suelo desnudo
14108,Pastizal Mesomorfico
14109,Pastizal Mesomorfico
14110,Pastizal Mesomorfico
14111,Pastizal Mesomorfico
14112,Pastizal Mesomorfico
14113,Pastizal Mesomorfico
14114,Matorral Semidenso
14115,Matorral Semidenso
14116,Matorral Semidenso
14117,Matorral Denso
14118,Matorral Denso
14119,Matorral Denso
14120,Matorral Semidenso
14121,Matorral Semidenso
14122,Matorral Semidenso
14123,Matorral con renoval Semidenso
14124,Matorral con renoval Semidenso
14125,Matorral con renoval Semidenso
14126,Suelo desnudo
14127,Suelo desnudo
14128,Suelo desnudo
14129,Matorral Denso
14130,Matorral Denso
14131,Matorral Denso
14132,Matorral Denso
14133,Matorral Denso
14134,Matorral Denso
14135,Matorral Semidenso
14136,Matorral Semidenso
14137,Matorral Semidenso
14138,Mezcla plantacion Pino y matorral
14139,Mezcla plantacion Pino y matorral
14140,Mezcla plantacion Pino y matorral
14141,Pastizal Mesomorfico
14142,Pastizal Mesomorfico
14143,Pastizal Mesomorfico
14144,Suelo desnudo
14145,Suelo desnudo
14146,Suelo desnudo
14147,Matorral Semidenso
14148,Matorral Semidenso
14149,Matorral Semidenso
14150,Matorral Semidenso
14151,Matorral Semidenso
14152,Matorral Semidenso
14153,Suelo desnudo
14154,Suelo desnudo
14155,Suelo desnudo
14156,Frutales
14157,Frutales
14158,Frutales
14159,Matorral Semidenso
14160,Matorral Semidenso
14161,Matorral Semidenso
14162,Suelo desnudo
14163,Suelo desnudo
14164,Suelo desnudo
14165,Matorral Semidenso
14166,Matorral Semidenso
14167,Matorral Semidenso
14168,Arbolado nativo Ralo
14169,Arbolado nativo Ralo
14170,Arbolado nativo Ralo
14171,IUF con matorral y arbolado nativo
14172,IUF con matorral y arbolado nativo
14173,IUF con matorral y arbolado nativo
14174,Pastizal Mesomorfico
14175,Pastizal Mesomorfico
14176,Pastizal Mesomorfico
14177,Verduras
14178,Verduras
14179,Verduras
14180,Matorral con renoval Denso
14181,Matorral con renoval Denso
14182,Matorral con renoval Denso
14183,Matorral Semidenso
14184,Matorral Semidenso
14185,Matorral Semidenso
14186,Pastizal Mesomorfico
14187,Pastizal Mesomorfico
14188,Pastizal Mesomorfico
14189,Matorral Semidenso
14190,Matorral Semidenso
14191,Matorral Semidenso
14192,Suelo desnudo
14193,Suelo desnudo
14194,Suelo desnudo
14195,Matorral Semidenso
14196,Matorral Semidenso
14197,Matorral Semidenso
14198,Pastizal Mesomorfico
14199,Pastizal Mesomorfico
14200,Pastizal Mesomorfico
14201,Pastizal Mesomorfico
14202,Pastizal Mesomorfico
14203,Pastizal Mesomorfico
14204,Matorral Semidenso
14205,Matorral Semidenso
14206,Matorral Semidenso
14207,Suelo desnudo
14208,Suelo desnudo
14209,Suelo desnudo
14210,Matorral Semidenso
14211,Matorral Semidenso
14212,Matorral Semidenso
14213,Matorral Semidenso
14214,Matorral Semidenso
14215,Matorral Semidenso
14216,Matorral con renoval Semidenso
14217,Matorral con renoval Semidenso
14218,Matorral con renoval Semidenso
14219,Matorral Semidenso
14220,Matorral Semidenso
14221,Matorral Semidenso
14222,Matorral Semidenso
14223,Matorral Semidenso
14224,Matorral Semidenso
14225,Matorral Semidenso
14226,Matorral Semidenso
14227,Matorral Semidenso
14228,Matorral Semidenso
14229,Matorral Semidenso
14230,Matorral Semidenso
14231,Matorral Semidenso
14232,Matorral Semidenso
14233,Matorral Semidenso
14234,Matorral Denso
14235,Matorral Denso
14236,Matorral Denso
14237,Matorral Semidenso
14238,Matorral Semidenso
14239,Matorral Semidenso
14240,Pastizal Mesomorfico
14241,Pastizal Mesomorfico
14242,Pastizal Mesomorfico
14243,Suelo desnudo
14244,Suelo desnudo
14245,Suelo desnudo
14246,Matorral Denso
14247,Matorral Denso
14248,Matorral Denso
14249,Matorral Semidenso
14250,Matorral Semidenso
14251,Matorral Semidenso
14252,Matorral Denso
14253,Matorral Denso
14254,Matorral Denso
14255,Matorral Semidenso
14256,Matorral Semidenso
14257,Matorral Semidenso
14258,Matorral Denso
14259,Matorral Denso
14260,Matorral Denso
14261,Pastizal Mesomorfico
14262,Pastizal Mesomorfico
14263,Pastizal Mesomorfico
14264,Suelo desnudo
14265,Suelo desnudo
14266,Suelo desnudo
14267,Matorral Semidenso
14268,Matorral Semidenso
14269,Matorral Semidenso
14270,Matorral Denso
14271,Matorral Denso
14272,Matorral Denso
14273,Suelo desnudo
14274,Suelo desnudo
14275,Suelo desnudo
14276,Suelo desnudo
14277,Suelo desnudo
14278,Suelo desnudo
14279,Matorral Semidenso
14280,Matorral Semidenso
14281,Matorral Semidenso
14282,Matorral Semidenso
14283,Matorral Semidenso
14284,Matorral Semidenso
14285,Matorral Denso
14286,Matorral Denso
14287,Matorral Denso
14288,Pastizal Mesomorfico
14289,Pastizal Mesomorfico
14290,Pastizal Mesomorfico
14291,Matorral Semidenso
14292,Matorral Semidenso
14293,Matorral Semidenso
14294,Matorral Denso
14295,Matorral Denso
14296,Matorral Denso
14297,Matorral Semidenso
14298,Matorral Semidenso
14299,Matorral Semidenso
14300,Suelo desnudo
14301,Suelo desnudo
14302,Suelo desnudo
14303,Suelo desnudo
14304,Suelo desnudo
14305,Suelo desnudo
14306,Matorral Semidenso
14307,Matorral Semidenso
14308,Matorral Semidenso
14309,Matorral Semidenso
14310,Matorral Semidenso
14311,Matorral Semidenso
14312,Matorral Semidenso
14313,Matorral Semidenso
14314,Matorral Semidenso
14315,Matorral Denso
14316,Matorral Denso
14317,Matorral Denso
14318,Matorral Semidenso
14319,Matorral Semidenso
14320,Matorral Semidenso
14321,Matorral Semidenso
14322,Matorral Semidenso
14323,Matorral Semidenso
14324,Matorral Semidenso
14325,Matorral Semidenso
14326,Matorral Semidenso
14327,Matorral Semidenso
14328,Matorral Semidenso
14329,Matorral Semidenso
14330,Matorral Semidenso
14331,Matorral Semidenso
14332,Matorral Semidenso
14333,Plantaciones de coniferas Adultas
14334,Plantaciones de coniferas Adultas
14335,Plantaciones de coniferas Adultas
14336,Plantaciones de coniferas Adultas
14337,Plantaciones de coniferas Adultas
14338,Plantaciones de coniferas Adultas
14339,Plantaciones de coniferas Adultas
14340,Plantaciones de coniferas Adultas
14341,Plantaciones de coniferas Adultas
14342,Plantaciones de Eucaliptus Adultas
14343,Plantaciones de Eucaliptus Adultas
14344,Plantaciones de Eucaliptus Adultas
14345,IUF con plantaciones y matorrales
14346,IUF con plantaciones y matorrales
14347,IUF con plantaciones y matorrales
14348,Plantaciones de coniferas Adultas
14349,Plantaciones de coniferas Adultas
14350,Plantaciones de coniferas Adultas
14351,Mezcla plantacion Pino y matorral
14352,Mezcla plantacion Pino y matorral
14353,Mezcla plantacion Pino y matorral
14354,Mezcla de plantacion Eucalipto y matorral
14355,Mezcla de plantacion Eucalipto y matorral
14356,Mezcla de plantacion Eucalipto y matorral
14357,Plantaciones de coniferas Adultas
14358,Plantaciones de coniferas Adultas
14359,Plantaciones de coniferas Adultas
14360,Cascos urbanos
14361,Cascos urbanos
14362,Cascos urbanos
14363,Plantaciones de coniferas Adultas
14364,Plantaciones de coniferas Adultas
14365,Plantaciones de coniferas Adultas
14366,Plantaciones de coniferas Adultas
14367,Plantaciones de coniferas Adultas
14368,Plantaciones de coniferas Adultas
14369,Plantaciones de coniferas Adultas
14370,Plantaciones de coniferas Adultas
14371,Plantaciones de coniferas Adultas
14372,Plantaciones de coniferas Adultas
14373,Plantaciones de coniferas Adultas
14374,Plantaciones de coniferas Adultas
14375,Plantaciones de coniferas Adultas
14376,Plantaciones de coniferas Adultas
14377,Plantaciones de coniferas Adultas
14378,Matorral Semidenso
14379,Matorral Semidenso
14380,Matorral Semidenso
14381,IUF con plantaciones y matorrales
14382,IUF con plantaciones y matorrales
14383,IUF con plantaciones y matorrales
14384,Plantaciones de coniferas Adultas
14385,Plantaciones de coniferas Adultas
14386,Plantaciones de coniferas Adultas
14387,Matorral Denso
14388,Matorral Denso
14389,Matorral Denso
14390,Plantaciones de Eucaliptus Adultas
14391,Plantaciones de Eucaliptus Adultas
14392,Plantaciones de Eucaliptus Adultas
14393,Plantaciones de coniferas Adultas
14394,Plantaciones de coniferas Adultas
14395,Plantaciones de coniferas Adultas
14396,Plantaciones de coniferas Adultas
14397,Plantaciones de coniferas Adultas
14398,Plantaciones de coniferas Adultas
14399,Matorral Semidenso
14400,Matorral Semidenso
14401,Matorral Semidenso
14402,Matorral Denso
14403,Matorral Denso
14404,Matorral Denso
14405,Plantaciones de coniferas Adultas
14406,Plantaciones de coniferas Adultas
14407,Plantaciones de coniferas Adultas
14408,Plantaciones de coniferas Adultas
14409,Plantaciones de coniferas Adultas
14410,Plantaciones de coniferas Adultas
14411,Plantaciones de Eucaliptus Adultas
14412,Plantaciones de Eucaliptus Adultas
14413,Plantaciones de Eucaliptus Adultas
14414,Mezcla plantacion Pino y matorral
14415,Mezcla plantacion Pino y matorral
14416,Mezcla plantacion Pino y matorral
14417,Plantaciones de Eucaliptus Adultas
14418,Plantaciones de Eucaliptus Adultas
14419,Plantaciones de Eucaliptus Adultas
14420,Plantaciones de coniferas Adultas
14421,Plantaciones de coniferas Adultas
14422,Plantaciones de coniferas Adultas
14423,Plantaciones de coniferas Adultas
14424,Plantaciones de coniferas Adultas
14425,Plantaciones de coniferas Adultas
14426,Plantaciones de coniferas Adultas
14427,Plantaciones de coniferas Adultas
14428,Plantaciones de coniferas Adultas
14429,Plantaciones de coniferas Adultas
14430,Plantaciones de coniferas Adultas
14431,Plantaciones de coniferas Adultas
14432,IUF con matorral y arbolado nativo
14433,IUF con matorral y arbolado nativo
14434,IUF con matorral y arbolado nativo
14435,Plantaciones de Eucaliptus Jovenes
14436,Plantaciones de Eucaliptus Jovenes
14437,Plantaciones de Eucaliptus Jovenes
14438,Plantaciones de Eucaliptus Jovenes
14439,Plantaciones de Eucaliptus Jovenes
14440,Plantaciones de Eucaliptus Jovenes
14441,Mezcla plantacion Pino y matorral
14442,Mezcla plantacion Pino y matorral
14443,Mezcla plantacion Pino y matorral
14444,Plantaciones de Eucaliptus Jovenes
14445,Plantaciones de Eucaliptus Jovenes
14446,Plantaciones de Eucaliptus Jovenes
14447,Plantaciones de Eucaliptus Jovenes
14448,Plantaciones de Eucaliptus Jovenes
14449,Plantaciones de Eucaliptus Jovenes
14450,Plantaciones de coniferas Adultas
14451,Plantaciones de coniferas Adultas
14452,Plantaciones de coniferas Adultas
14453,Mezcla plantacion Pino y matorral
14454,Mezcla plantacion Pino y matorral
14455,Mezcla plantacion Pino y matorral
14456,Plantaciones de Eucaliptus Jovenes
14457,Plantaciones de Eucaliptus Jovenes
14458,Plantaciones de Eucaliptus Jovenes
14459,Plantaciones de Eucaliptus Adultas
14460,Plantaciones de Eucaliptus Adultas
14461,Plantaciones de Eucaliptus Adultas
14462,Plantaciones de Eucaliptus Jovenes
14463,Plantaciones de Eucaliptus Jovenes
14464,Plantaciones de Eucaliptus Jovenes
14465,IUF con plantaciones y matorrales
14466,IUF con plantaciones y matorrales
14467,IUF con plantaciones y matorrales
14468,Plantaciones de Eucaliptus Jovenes
14469,Plantaciones de Eucaliptus Jovenes
14470,Plantaciones de Eucaliptus Jovenes
14471,Plantaciones de Eucaliptus Adultas
14472,Plantaciones de Eucaliptus Adultas
14473,Plantaciones de Eucaliptus Adultas
14474,Matorral Semidenso
14475,Matorral Semidenso
14476,Matorral Semidenso
14477,Cascos urbanos
14478,Cascos urbanos
14479,Cascos urbanos
14480,Matorral Semidenso
14481,Matorral Semidenso
